,genres,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,mode,count
2486,"['christian music', 'messianic praise', 'tagalog worship', 'world worship', 'worship']",Don Moen,0.588571429,0.38114285700000006,236609.5714,0.304885714,5.91e-07,0.422857143,-13.55971429,0.031742857,119.1787143,0.30442857100000004,47.14285714,1,7
2487,['deep ccm'],Don Potter,0.361,0.522,848000.0,0.43,0.0642,0.349,-13.613,0.0469,115.275,0.406,39.0,0,2
2488,"['exotica', 'lounge', 'space age pop']",Don Ralke,0.5314,0.5564,176938.6,0.33668000000000003,0.4730973,0.09611,-24.9789,0.06624,126.0388,0.6963,14.5,1,20
2489,"['big band', 'vintage swing']",Don Redman and His Orchestra,0.966,0.726666667,182319.0,0.390666667,0.284973333,0.10673333300000001,-11.64266667,0.225,140.423,0.847333333,0.0,1,3
2490,"['rap', 'trap']",Don Toliver,0.270157857,0.711714286,187397.8929,0.593392857,0.024070371,0.17490714300000001,-7.066571429,0.076217857,129.4935714,0.481342857,73.42857143,0,28
2491,"['country', 'country rock']",Don Williams,0.647532468,0.648584416,192922.4026,0.308402597,0.039562174,0.107854545,-17.41445455,0.034327273,119.0055325,0.593805195,38.0,1,77
2492,['classical bass'],Donald Adams,0.9845,0.3625,346800.0,0.0946,0.0008640000000000001,0.08555,-18.416,0.04595,94.171,0.16,0.0,1,2
2493,"[""children's music""]",Donald Duck,0.6685,0.7385,90520.0,0.45799999999999996,3.12e-06,0.10615,-7.3755,0.05515,104.8715,0.889,41.5,1,2
2494,"['jazz saxophone', 'new orleans jazz']",Donald Harrison,0.474,0.654,378227.0,0.41100000000000003,0.000305,0.218,-14.93,0.0409,112.11200000000001,0.708,34.0,1,1
2495,['gospel'],Donald Lawrence & The Tri-City Singers,0.2649,0.4905,360869.0,0.773,0.0,0.2062,-5.7215,0.06355,106.024,0.4595,38.5,1,4
2496,['latin pop'],Donato Y Estefano,0.016,0.652,247627.0,0.932,8.32e-06,0.235,-4.885,0.0543,178.05700000000002,0.8909999999999999,58.0,0,2
2497,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",Dondria,0.28600000000000003,0.586,173160.0,0.59,0.0,0.0934,-5.274,0.0331,115.069,0.431,51.0,0,2
2498,['korean classical performance'],Dong-Suk Kang,0.948333333,0.285666667,461600.0,0.081833333,0.568,0.081266667,-24.74633333,0.045966667,94.66166667,0.122933333,37.66666667,0,3
2499,['classic country pop'],Donna Fargo,0.35700000000000004,0.655,151307.0,0.449,0.0,0.49200000000000005,-11.468,0.0277,97.98200000000001,0.488,42.0,1,2
2500,"['disney', 'movie tunes']",Donna Murphy,0.8275,0.4765,144380.0,0.2955,8.05e-07,0.12555,-11.027000000000001,0.1705,89.911,0.5125,57.0,1,4
2501,['irish country'],Donna Taggart,0.953,0.589,249733.0,0.129,0.0,0.107,-8.413,0.0384,125.066,0.42700000000000005,53.0,1,2
2502,['pop soul'],Donnie,0.168,0.644,308453.0,0.733,0.0,0.0225,-7.127999999999999,0.342,92.103,0.698,39.0,1,2
2503,"['classic soul', 'northern soul', 'souldies']",Donnie Elbert,0.8495,0.5025,170008.0,0.1865,0.0003965,0.09165,-14.993,0.0526,138.692,0.6555,34.5,1,4
2504,['album rock'],Donnie Iris,0.01227,0.6645,215086.5,0.8590000000000001,0.00011837,0.20485,-9.0345,0.0338,107.8265,0.6255,47.0,1,4
2505,['pop soul'],Donnie Trumpet & The Social Experiment,0.53,0.511,226014.0,0.596,0.0,0.0798,-6.56,0.22399999999999998,158.063,0.5539999999999999,67.0,1,2
2506,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul', 'vocal jazz']",Donny Hathaway,0.5961034479999999,0.498333333,291504.7126,0.40036321799999997,0.042506392999999996,0.39509885100000003,-12.52314943,0.044996552,103.8416322,0.474255172,38.83908046,1,87
2507,"['acoustic pop', 'canadian indie', 'canadian singer-songwriter', 'deep new americana', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",Donovan,0.519810703,0.543583784,188886.9514,0.37048324299999996,0.129945308,0.16292216199999998,-13.86024865,0.050197297,115.3133135,0.5413600000000001,28.10810811,1,185
2508,['lo-fi beats'],Dontcry,0.7959999999999999,0.721,102176.0,0.163,0.623,0.105,-16.899,0.0999,85.05799999999999,0.7070000000000001,62.0,0,2
2509,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Doobie,0.376444444,0.7925555559999999,182655.1111,0.510777778,1.55e-05,0.140666667,-7.614,0.238133333,115.77044440000002,0.373444444,59.22222222,1,9
2510,"['abstract hip hop', 'minnesota hip hop', 'underground rap']",Doomtree,0.201,0.7879999999999999,236592.0,0.807,0.0,0.0787,-3.6310000000000002,0.18899999999999997,138.648,0.614,42.0,1,2
2511,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']",Dope,0.00041075,0.5043333329999999,189244.5,0.922,0.12634832699999998,0.135583333,-4.6555,0.075483333,143.1905,0.562333333,55.83333333,0,12
2512,"['cartoon', ""children's music"", 'kids dance party', ""preschool children's music""]",Dora The Explorer,0.156475,0.7120000000000001,116790.0,0.8135,0.008436833000000001,0.35600000000000004,-5.08025,0.124425,124.117,0.85575,43.25,1,8
2513,"['bossa nova', 'choro', 'mpb', 'samba', 'velha guarda']",Dori Caymmi,0.9229999999999999,0.41700000000000004,194960.0,0.098,0.0017,0.131,-15.630999999999998,0.0372,121.199,0.207,21.0,0,2
2514,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",Doris,0.1588,0.45399999999999996,244051.5,0.4895,0.047566500000000005,0.23755,-10.43,0.03005,90.6515,0.40700000000000003,30.0,1,4
2515,"['bossa nova', 'brazilian jazz', 'velha guarda']",Doris Monteiro,0.99,0.28,160080.0,0.22399999999999998,0.0297,0.179,-15.594000000000001,0.0386,126.31700000000001,0.27399999999999997,0.0,1,2
2516,"['bossa nova', 'choro', 'mpb', 'musica infantil', 'nova mpb', 'samba', 'samba de roda', 'velha guarda']",Dorival Caymmi,0.9394,0.5758,184960.0,0.1908,0.01481612,0.2014,-15.4106,0.12796,92.6718,0.4182,4.6,1,5
2517,"['modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock']",Dorothy,0.02885,0.5670000000000001,177192.0,0.664,0.0,0.42700000000000005,-5.937,0.03205,88.241,0.6535,62.0,1,4
2518,"['torch song', 'vintage hollywood']",Dorothy Lamour,0.99,0.461,282038.0,0.616,0.00158,0.898,-8.381,0.425,61.214,0.746,2.0,1,1
2519,"['classic soul', 'southern soul']",Dorothy Moore,0.6579999999999999,0.39399999999999996,222400.0,0.243,0.00603,0.085,-14.664000000000001,0.0302,173.365,0.504,53.0,1,2
2520,"['dfw rap', 'dirty south rap', 'pop rap', 'southern hip hop', 'trap']",Dorrough Music,0.00495,0.8252,259296.8,0.5978,0.0,0.28148,-8.0014,0.3522,159.6886,0.4984,50.2,1,5
2521,"['atl hip hop', 'rap', 'trap']",Dos,0.4645,0.574,234100.0,0.499,2.67e-06,0.196,-8.7135,0.184,120.7685,0.5175,44.0,1,2
2522,"['house', 'latin tech house', 'minimal techno', 'organic house', 'progressive house', 'spanish techno', 'tech house']",Dosem,0.00727,0.684,312209.0,0.821,0.945,0.0738,-8.039,0.0498,122.986,0.17600000000000002,6.0,0,2
2523,"['classic country pop', 'nashville sound']",Dottie West,0.449254545,0.506727273,180846.5455,0.402454545,0.000145804,0.16946363600000003,-12.33154545,0.086627273,111.2043636,0.5308,35.36363636,1,11
2524,"['mississippi hip hop', 'redneck']",Double,0.647,0.6685,323528.0,0.6405,0.001208,0.1235,-9.5145,0.02425,96.2805,0.3735,45.0,1,4
2525,"['eurodance', 'europop', 'hip house']",Double You,0.04825,0.7125,218766.5,0.9025,0.00340836,0.06535,-12.8995,0.04705,125.0005,0.4265,58.0,1,4
2526,"['swamp pop', 'zydeco']",Doug Kershaw,0.381,0.7090000000000001,185387.0,0.7659999999999999,0.0,0.943,-8.423,0.0318,101.604,0.895,26.0,1,1
2527,"['country', 'country road', 'country rock']",Doug Stone,0.42068272700000003,0.574272727,205025.4545,0.475090909,0.00011805299999999999,0.207581818,-9.440636364,0.030327273,131.7627273,0.564818182,33.90909091,1,22
2528,['jazz double bass'],Doug Watkins,0.6524,0.5174,478733.2,0.409,0.25457764,0.16154000000000002,-10.3246,0.038560000000000004,119.4686,0.5734,34.0,0,5
2529,['classic canadian rock'],Doug and the Slugs,0.188,0.648,220360.0,0.6859999999999999,1.36e-06,0.172,-11.793,0.0429,155.592,0.971,40.0,1,2
2530,"['british folk', 'celtic', 'celtic rock', 'irish folk', 'scottish folk']",Dougie MacLean,0.8673333329999999,0.40733333299999996,258141.6667,0.166833333,0.30833397,0.10513333300000001,-18.78333333,0.034566667,145.97066669999998,0.32666666699999997,39.66666667,1,6
2531,"['contemporary gospel', 'gospel']",Douglas Miller,0.379,0.397,363720.0,0.355,0.0,0.391,-13.547,0.0372,100.76700000000001,0.316,40.0,1,2
2532,"['g funk', 'west coast rap']",Dove Shack,0.498,0.6970000000000001,238800.0,0.364,4.84e-05,0.0828,-9.504,0.0316,99.025,0.48200000000000004,51.0,1,2
2533,['emo rap'],Doves,0.000197367,0.40299999999999997,408222.0,0.8390000000000001,0.325366667,0.0725,-6.825,0.041333333,121.34633329999998,0.248266667,47.0,0,6
2534,['canadian rock'],Down With Webster,0.00149,0.457,524067.0,0.866,0.0103,0.0633,-4.553,0.0406,174.05900000000003,0.262,46.0,1,2
2535,['redneck'],Down3r,0.618,0.8370000000000001,172560.0,0.307,0.0,0.158,-15.069,0.212,95.16,0.866,62.0,1,2
2536,"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'worship']",Downhere,0.011000000000000001,0.3,259453.0,0.418,0.0,0.161,-9.296,0.0305,107.90899999999999,0.256,41.0,1,2
2537,"['gymcore', 'hard alternative', 'post-screamo']",Downplay,0.00022200000000000003,0.35200000000000004,169787.0,0.9059999999999999,0.0,0.18100000000000002,-4.493,0.0779,192.118,0.78,55.0,1,2
2538,"['alternative metal', 'funk metal', 'hardcore', 'rap metal', 'rap rock']",Downset,0.0128,0.58,144267.0,0.93,0.0,0.102,-5.718999999999999,0.12,97.917,0.534,42.0,1,2
2539,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",Dr. Alban,0.002029667,0.734666667,251542.3333,0.859666667,0.127676667,0.220766667,-8.013,0.0459,127.36666670000001,0.767333333,65.0,1,6
2540,"['alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'new americana', 'philly indie', 'rock', 'shimmer pop', 'stomp and holler']",Dr. Dog,0.405,0.5715,231143.3333,0.648833333,0.009527133,0.273566667,-7.678666667000001,0.041166667000000004,133.2036667,0.601166667,57.83333333,1,12
2541,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Dr. Dre,0.103952696,0.722345865,244703.1429,0.770766917,0.049101648,0.266681955,-5.016639098,0.23898947399999998,105.90230829999999,0.616842105,52.18045113,1,133
2542,"['bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",Dr. Hook,0.532644186,0.57444186,188907.1395,0.546162791,0.001458975,0.21298372100000001,-11.44055814,0.094288372,123.64779070000002,0.680511628,35.06976744,1,86
2543,"['healing', 'meditation', 'tone']",Dr. Jeffrey Thompson,0.575,0.0628,1820760.0,0.0451,0.932,0.11,-34.09,0.0387,69.824,0.0342,37.0,1,2
2544,"['crossover thrash', 'crust punk', 'hardcore punk', 'punk', 'thrash core']",Dr. Know,0.03430254,0.247,183413.0,0.8959999999999999,0.019952815,0.2655,-12.708,0.04965,140.75799999999998,0.41200000000000003,28.0,1,4
2545,"['afrofuturism', 'alternative hip hop', 'bronx hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",Dr. Octagon,0.035513333,0.693,225453.3333,0.726,0.009168073,0.4771,-10.20666667,0.22366666699999999,119.08966670000001,0.39766666700000003,35.0,1,6
2546,"[""children's music"", ""children's story""]",Dr. Seuss,0.723333333,0.6263333329999999,707075.3333,0.209666667,3.5700000000000003e-07,0.120266667,-17.528,0.823666667,83.704,0.433666667,24.33333333,1,6
2547,"['bronx hip hop', 'hip pop', 'nyc rap']",Drag-On,0.076744167,0.761166667,265976.9167,0.795083333,3.37e-07,0.28379166699999997,-5.732166667,0.29125,107.93383329999999,0.70875,45.25,1,12
2548,"['modern rock', 'pop', 'rock']",Dragon,0.2546,0.7375,228260.0,0.5185,1.5399999999999998e-05,0.1842,-14.138,0.0511,122.19200000000001,0.81,60.0,1,4
2549,"['british power metal', 'metal', 'power metal', 'speed metal']",DragonForce,0.00160422,0.2052,466832.0,0.9492,0.054327999999999994,0.25838,-4.8068,0.11334000000000001,179.9656,0.1882,47.4,0,10
2550,"['alternative dance', 'canadian electropop', 'canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'new rave', 'pop dance']",Dragonette,0.014519999999999998,0.670428571,244052.8571,0.8821428570000001,0.054807142999999996,0.080771429,-4.499857143,0.044271429,129.42742859999998,0.553142857,38.0,1,7
2551,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,0.195911912,0.6745278309999999,244244.9405,0.580596161,0.004354412,0.183078503,-7.461955854,0.214185605,118.9827236,0.38780595,61.91170825,1,521
2552,['contemporary country'],Drake White,0.18465,0.5885,213380.0,0.7240000000000001,0.0,0.1105,-5.301,0.0383,112.935,0.32799999999999996,55.0,1,4
2553,"['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Drama,0.00834,0.909,217427.0,0.517,0.0,0.142,-11.017999999999999,0.165,125.04799999999999,0.539,42.0,1,2
2554,['indie deutschrap'],Dramadigs,0.664,0.903,56470.0,0.253,0.7440000000000001,0.109,-9.52,0.13,85.01799999999999,0.693,54.0,0,2
2555,"['australian hip hop', 'australian indie', 'australian underground hip hop', 'west australian hip hop']",Drapht,0.131,0.555,214227.0,0.826,0.0,0.687,-4.762,0.303,97.162,0.685,57.0,1,2
2556,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Dre,0.06633,0.7385,221200.0,0.8185,0.0,0.069,-5.776,0.1915,140.5305,0.6565,43.5,1,2
2557,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']",Dread Mar I,0.0967,0.7115,237707.0,0.494,7.85e-05,0.060925,-6.331,0.0591,148.87675,0.6945,64.5,1,8
2558,"['hip hop', 'rap', 'underground hip hop']",Dream,0.07785,0.6925,209580.0,0.9265,2.93e-06,0.218,-5.525,0.182,116.9755,0.7595,43.5,1,4
2559,['indie dream pop'],Dream Koala,0.897,0.5760000000000001,208452.0,0.28300000000000003,0.892,0.0841,-13.004000000000001,0.039,119.277,0.252,59.0,1,2
2560,"['metal', 'neo classical metal', 'power metal', 'progressive metal', 'rock']",Dream Theater,0.048260939,0.404888889,459071.8889,0.796111111,0.12413625,0.187094444,-8.220555556,0.060083332999999996,124.2128889,0.34757777799999995,48.55555556,1,36
2561,['modern dream pop'],"Dream, Ivory",0.0496,0.56,164446.5,0.6425,0.5385,0.07335,-5.0205,0.02755,130.0295,0.433,59.5,1,4
2562,"['indie garage rock', 'kc indie']",Dreamgirl,0.8370000000000001,0.17800000000000002,234969.0,0.461,0.0187,0.133,-7.479,0.0312,180.28,0.135,59.0,1,2
2563,"['hip hop', 'rap', 'underground hip hop']",Dreamville,0.2281,0.7305,229802.3333,0.6635,7.93e-07,0.15511666699999999,-5.809833332999999,0.33666666700000003,130.0466667,0.4175,67.0,1,6
2564,"['chicago rap', 'drill', 'hip pop', 'pop r&b', 'trap queen']",Dreezy,0.23435,0.62675,272520.0,0.5755,7.75e-07,0.095475,-6.51875,0.231375,97.7695,0.43675,59.25,0,4
2565,['detroit trap'],Drego,0.0491,0.655,207830.0,0.555,0.0,0.11599999999999999,-7.8229999999999995,0.111,172.047,0.18,58.0,0,2
2566,"['broadway', 'hollywood', 'show tunes']",Drew Gehling,0.841,0.43,261187.0,0.231,0.000704,0.11599999999999999,-12.172,0.0295,102.241,0.153,54.0,1,1
2567,['post-teen pop'],Drew Seeley,0.033733333,0.682,195907.0,0.8909999999999999,3.65e-06,0.075666667,-5.459333332999999,0.056433332999999995,110.98133329999999,0.720333333,48.0,1,3
2568,['viral rap'],DripReport,0.26,0.903,106000.0,0.327,0.011000000000000001,0.10800000000000001,-9.727,0.0877,100.008,0.27399999999999997,79.0,1,2
2569,['roots rock'],Drivin N Cryin,0.029196667000000003,0.510833333,231082.1667,0.665666667,0.002180183,0.148883333,-11.039000000000001,0.07625,116.38,0.5920000000000001,33.5,1,12
2570,"['alternative rock', 'american shoegaze', 'boston rock', 'dream pop', 'noise pop', 'nu gaze', 'shoegaze']",Drop Nineteens,3.01e-05,0.359333333,349880.0,0.706333333,0.675666667,0.2,-11.31833333,0.034333333,114.99566670000002,0.284333333,41.66666667,1,6
2571,"['hard minimal techno', 'hungarian edm', 'hungarian techno', 'melbourne bounce international']",Droplex,0.00251,0.857,360015.0,0.639,0.743,0.0782,-6.997999999999999,0.0741,127.993,0.0973,0.0,0,2
2572,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",Drowning Pool,0.001463734,0.5458,201112.7,0.9016,0.000687109,0.22435,-4.0651,0.07828,126.9547,0.4635,53.0,1,20
2573,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",Dru Hill,0.277025,0.657295455,286047.6364,0.49897727299999994,1.04e-06,0.151902273,-8.04975,0.058856818,114.26272730000001,0.468613636,42.61363636,0,44
2574,"['indie garage rock', 'indie rock', 'neo-psychedelic', 'psychedelic pop']",Drugdealer,0.503,0.6509999999999999,197040.0,0.465,0.0455,0.495,-7.537999999999999,0.0328,107.75,0.585,61.0,1,1
2575,['commons'],Drunksouls,0.358,0.636,274040.0,0.6890000000000001,2.59e-06,0.631,-8.363,0.223,180.00900000000001,0.7390000000000001,54.0,0,2
2576,"['alternative metal', 'groove metal', 'industrial metal', 'melodic metalcore', 'nu metal', 'rap rock']",Dry Kill Logic,0.000102,0.39899999999999997,272267.0,0.937,0.000542,0.608,-4.311,0.0969,136.46,0.29,51.0,1,2
2577,"['dance pop', 'pop', 'pop dance', 'uk pop']",Dua Lipa,0.12258948300000001,0.6933620690000001,206251.0,0.695086207,0.00011044200000000001,0.180389655,-5.029241379,0.088105172,116.53817240000002,0.578793103,72.67241379,0,58
2578,['partyschlager'],DualXess,0.00123,0.705,225469.0,0.772,0.0218,0.0851,-7.193,0.0355,127.98700000000001,0.29,0.0,1,1
2579,['show tunes'],Duane Chase,0.8590769229999999,0.43823076899999996,162915.8462,0.196192308,1.53e-05,0.237207692,-13.82015385,0.045538462,123.23715379999999,0.429307692,39.07692308,1,13
2580,"['big beat', 'breakbeat']",Dub Pistols,0.0181,0.8079999999999999,214367.0,0.8690000000000001,0.0625,0.19399999999999998,-9.648,0.0709,123.545,0.9590000000000001,41.0,1,2
2581,"['indie pop rap', 'pop rap']",Dubb,0.18899999999999997,0.5820000000000001,250320.0,0.9309999999999999,0.0,0.29100000000000004,-4.058,0.15,123.961,0.345,50.0,0,2
2582,"['bay area hip hop', 'cali rap', 'hyphy', 'west coast trap']",Dubee,0.083,0.805,459616.0,0.63,0.0,0.207,-7.13,0.248,92.979,0.5820000000000001,42.0,0,2
2583,"['alternative r&b', 'escape room', 'indie r&b', 'underground hip hop']",Duckwrth,0.41188571399999996,0.7715714290000001,176606.4286,0.6401428570000001,5.24e-06,0.192742857,-6.299285714,0.302571429,123.55942859999999,0.7487142859999999,64.14285714,1,7
2584,"['corrido', 'norteno', 'regional mexican', 'tejano']",Duelo,0.258911111,0.6896111109999999,194411.1111,0.5806111110000001,9.56e-06,0.18086111100000002,-8.330166667,0.054205555999999995,151.4391667,0.7595555559999999,53.0,1,36
2585,"['mariachi', 'ranchera']",Dueto Azteca,0.797,0.47100000000000003,182453.0,0.312,0.0,0.191,-10.277000000000001,0.0434,176.13299999999998,0.9129999999999999,26.0,1,2
2586,['ranchera'],Dueto Las Palomas,0.752,0.7175,157600.0,0.43200000000000005,3.53e-05,0.18100000000000002,-8.876,0.0405,119.7415,0.794,31.0,1,4
2587,['show tunes'],Duffy,0.3025,0.643,223153.5,0.7245,0.000178,0.127,-4.794,0.0362,149.9095,0.733,53.5,1,4
2588,['miami bass'],Duice,0.000925,0.884,244867.0,0.46399999999999997,4.36e-06,0.0366,-12.876,0.222,132.172,0.868,32.0,1,2
2589,"['dance pop', 'destroy techno', 'disco house', 'edm', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",Duke,0.0659,0.7509999999999999,202533.0,0.597,0.0,0.0881,-6.59,0.125,123.99700000000001,0.159,59.0,0,2
2590,"['adult standards', 'african-american classical', 'bebop', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'swing', 'vocal jazz']",Duke Ellington,0.765204842,0.469454004,241835.6015,0.27546953399999996,0.32082357,0.234924395,-15.5208324,0.079312849,111.5125922,0.44163649899999996,15.39664804,1,537
2591,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'japanese jazz', 'jazz piano', 'soul jazz', 'stride']",Duke Jordan,0.902,0.5562857139999999,307466.7143,0.162328571,0.580442857,0.089785714,-19.17457143,0.050414285999999996,108.6318571,0.398142857,12.28571429,0,14
2592,"['calypso', 'mento']",Duke of Iron,0.98825,0.61225,183843.5,0.4175,0.61585,0.1065,-9.4025,0.089525,95.20375,0.94275,0.0,1,4
2593,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",Duki,0.21195,0.7390000000000001,293356.5,0.7140000000000001,0.0,0.09905,-4.0785,0.0572,134.526,0.5255,73.5,1,2
2594,"['latin arena pop', 'post-teen pop']",Dulce,0.46399999999999997,0.5565,360086.5,0.395,0.0,0.3395,-13.717,0.06795,124.2835,0.8345,43.0,1,2
2595,"['asian american hip hop', 'battle rap', 'k-rap']",Dumbfoundead,0.061,0.787,300000.0,0.743,0.0,0.294,-4.206,0.0642,102.07600000000001,0.45399999999999996,53.0,1,1
2596,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']",Duncan Dhu,0.13114,0.5764,202530.8,0.8892,0.03471236,0.13476,-5.9626,0.05062,100.5734,0.706,57.6,1,10
2597,"['neo mellow', 'pop rock']",Duncan Sheik,0.1997,0.499333333,247777.6667,0.689333333,0.0,0.208333333,-6.898,0.0397,169.9363333,0.439333333,47.33333333,1,6
2598,"['art pop', 'chamber psych', 'freak folk', 'garage psych', 'indie rock', 'modern psychedelic folk', 'neo-psychedelic', 'popgaze']",Dune,0.0422,0.724666667,328653.3333,0.7090000000000001,0.232666667,0.060266667,-12.08533333,0.037833333,136.247,0.7586666670000001,56.0,0,3
2599,"['cancion melodica', 'cantautor', 'pop romantico', 'spanish pop']",Duo Dinamico,0.44,0.5760000000000001,207820.0,0.7685,3.8799999999999994e-05,0.2676,-7.566,0.04125,100.35799999999999,0.55,52.5,0,4
2600,['classical performance'],Duo Gazzana,0.972,0.0694,179360.0,0.00525,0.007509999999999999,0.0739,-35.45,0.0482,73.566,0.036000000000000004,50.0,1,2
2601,"['contemporary country', 'country', 'country road', 'modern country rock']",Dust,0.01251,0.4025,287240.0,0.8755,0.004741065,0.09955,-6.4585,0.1035,93.03200000000001,0.5670000000000001,29.5,1,4
2602,"['alternative rock', 'dream pop', 'freak folk', 'indie garage rock', 'indie punk', 'indie rock', 'lo-fi', 'lo-fi indie', 'nu gaze', 'post-rock', 'slowcore']",Duster,0.537924673,0.532363636,206579.2727,0.5389090910000001,0.836,0.14507272699999998,-11.08009091,0.043154545,108.7709091,0.22562727300000002,41.63636364,1,22
2603,"['compositional ambient', 'neo-classical']",Dustin O'Halloran,0.9706,0.3064,233277.0,0.08576,0.8762,0.13644,-21.4858,0.0413,128.8772,0.08032,47.2,0,10
2604,"['adult standards', 'brill building pop', 'british invasion', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soul', 'vocal jazz']",Dusty Springfield,0.45271390200000006,0.474317073,180392.5122,0.558292683,0.000616437,0.161804878,-9.094634146,0.03974878,116.60297560000001,0.63195122,29.65853659,1,82
2605,"['chicago punk', 'hardcore punk', 'power-pop punk', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']",Dwarves,0.002194433,0.345,115213.3333,0.937666667,0.282333333,0.334233333,-5.664,0.081833333,143.208,0.537333333,37.33333333,0,6
2606,['gospel rap'],Dwayne Tryumf,0.19399999999999998,0.7490000000000001,245893.0,0.833,0.0,0.622,-5.817,0.27699999999999997,143.37,0.615,42.0,1,2
2607,"['neo soul', 'r&b', 'urban contemporary']",Dwele,0.124571429,0.710714286,238552.4286,0.585714286,0.000109743,0.246428571,-7.526142857000001,0.1816,93.65314286,0.547857143,48.42857143,0,14
2608,"['bakersfield sound', 'country', 'country rock']",Dwight Yoakam,0.21494523199999999,0.609959596,207321.9293,0.657,0.043479484000000006,0.139484848,-8.761252525,0.041173737,130.645404,0.688444444,37.88888889,1,99
2609,"['trap soul', 'vapor trap']",Dwn2earth,0.29100000000000004,0.679,291707.0,0.758,0.0177,0.209,-3.012,0.14,82.08,0.237,64.0,1,2
2610,"['chill beats', 'chill out']",DyE,0.000772,0.544,292950.0,0.833,0.812,0.491,-5.46,0.0275,109.99600000000001,0.21100000000000002,49.0,1,2
2611,"['chicano rap', 'latin hip hop', 'mexican hip hop', 'rap underground mexicano']",Dyablo,0.129,0.8325,264333.5,0.605,0.0,0.0759,-7.462000000000001,0.2455,87.98299999999999,0.6505,44.0,1,2
2612,"['cancion melodica', 'latin', 'latin pop', 'pop romantico']",Dyango,0.3873875,0.4875,234511.625,0.467125,1.4400000000000001e-05,0.1349875,-10.507875,0.03685,121.075625,0.51625,49.5,1,16
2613,['funk'],Dyke & The Blazers,0.14300000000000002,0.708,160509.0,0.541,0.467,0.138,-9.457,0.038,122.022,0.946,23.0,1,2
2614,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",Dyl,0.125,0.86,207912.0,0.7190000000000001,0.0,0.0799,-4.325,0.33,160.049,0.496,67.0,0,2
2615,['social media pop'],Dylan Matthew,0.3973,0.47166666700000004,243599.0,0.431666667,0.000176403,0.138333333,-8.806666667,0.033733333,146.45366669999999,0.196066667,67.66666667,1,6
2616,"['contemporary country', 'country', 'country road', 'modern country rock']",Dylan Scott,0.19294,0.5720000000000001,178548.6,0.7064,4.56e-07,0.0855,-6.492999999999999,0.03582,104.1916,0.4624,61.8,1,10
2617,['red dirt'],Dylan Wheeler,0.00829,0.526,242325.0,0.785,0.0,0.0756,-4.165,0.0361,111.073,0.385,58.0,1,2
2618,"['indie pop rap', 'seattle hip hop']",Dyme Def,0.604,0.5770000000000001,255800.0,0.64,0.0,0.513,-3.656,0.632,190.403,0.53,41.0,1,2
2619,"['lo-fi chill', 'sad rap']",Dynasty,0.1121835,0.75425,295126.75,0.70775,0.000825,0.228675,-8.131,0.115225,102.197,0.773,30.25,1,8
2620,"['edm', 'electro house', 'pop dance', 'tropical house']",Dynoro,0.17600000000000002,0.6940000000000001,184560.0,0.77,1.1e-05,0.11800000000000001,-5.335,0.149,125.905,0.163,82.0,1,1
