mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,4,0.9065,East Forest,0.5855,239973,0.317,0.6435,0.241,-16.638,0.03965,111.9325,0.2145,51.5,7
1,2,0.943,East York School (Ala.),0.732,59027,0.181,0.12,0.363,-20.566,0.552,77.029,0.864,0,10
1,2,0.995,Eastern Serbian performers with violin and clarinet,0.539,31227,0.615,0.893,0.173,-9.873,0.0615,76.512,0.713,0,6
1,2,0.442,Eastman Rochester Pops Orchestra,0.611,134746.5,0.3825,0.43635,0.21,-18.084,0.0386,132.9315,0.905,39,7
1,18,0.147388889,Easton Corbin,0.610444444,201606.1111,0.664777778,1.62E-06,0.176655556,-6.205222222,0.033255556,137.9602222,0.484622222,53.11111111,5
1,7,0.004039143,Eastside Boyz,0.839857143,279355.1429,0.694857143,9.11E-06,0.152771429,-7.686714286,0.184285714,87.70757143,0.620428571,45.14285714,1
1,2,0.995,Eastwood Ensemble Symphony Orchestra,0.193,156056,0.119,0.923,0.0894,-19.813,0.0338,90.376,0.0777,0,1
0,2,0.0311,Easy Mo Bee,0.719,413560,0.805,0.236,0.0645,-9.966,0.0452,108.954,0.558,45,7
1,1,0.12,Easy Star All-Stars,0.746,284387,0.582,2.44E-05,0.0831,-6.283,0.0394,113.058,0.914,56,9
1,62,0.029420806,Eazy-E,0.761403226,275367.2258,0.790225806,0.000232339,0.308891935,-5.502016129,0.230801613,108.5102581,0.612774194,42.85483871,7
1,2,0.79,Ebb & Flod,0.12,192793,0.0436,0.889,0.112,-22.044,0.0383,72.339,0.0361,64,4
1,28,0.972285714,Ebe Stignani,0.409214286,208488.1429,0.194342857,0.035126871,0.323778571,-16.16421429,0.145014286,99.50703571,0.247164286,0.142857143,4
1,2,0.944,Ebe Ticozzi,0.2275,361273,0.2605,0.017905,0.2305,-13.3155,0.0397,79.998,0.08495,1.5,11
1,4,0.524,Eberhard Weber,0.312,385393,0.3535,0.498,0.106,-17.148,0.0322,112.092,0.1695,39.5,6
1,1,0.975,Eberhard Wächter,0.148,279733,0.192,0.000701,0.147,-16.385,0.0416,93.771,0.0369,16,1
0,8,0.68525,Ebi,0.52675,251800,0.49225,0.0003125,0.17825,-10.40525,0.074175,125.78,0.66325,33,11
1,2,0.0133,Ebn-Ozn,0.713,385543,0.753,0.0101,0.313,-11.864,0.0844,127.854,0.796,27,6
1,18,0.312277778,Ebo Taylor,0.669444444,382418.4444,0.772888889,0.188721267,0.203911111,-7.2015,0.051838889,99.45888889,0.794888889,41,0
1,78,0.137054938,Echo & the Bunnymen,0.494589744,244964,0.78625641,0.019547374,0.209964103,-8.59725641,0.050510256,128.9266154,0.624435897,32.30769231,7
1,4,0.3371,Echosmith,0.6825,229127,0.551,7.60E-06,0.1165,-7.398,0.0299,110.0305,0.539,67.5,6
1,4,0.03189,Eco,0.558,271828.5,0.77,0.475504445,0.20725,-7.2155,0.13125,114.489,0.356,21,1
1,6,0.9,Ed Ames,0.26,159649,0.259666667,0.009409667,0.1124,-13.19733333,0.0313,100.3123333,0.219633333,26.66666667,7
1,2,0.616,Ed Bruce,0.552,191360,0.415,0.00879,0.343,-12.569,0.0297,78.012,0.701,37,9
1,2,0.0058,Ed Case,0.81,269867,0.671,0.00131,0.0692,-4.959,0.0503,130.001,0.909,38,11
1,3,0.679666667,Ed Garland,0.628,184649.3333,0.477,0.5614,0.351566667,-12.357,0.057966667,124.0983333,0.696333333,4.333333333,6
1,2,0.893,Ed Gerhard,0.379,265000,0.0635,0.814,0.107,-17.391,0.101,170.227,0.307,38,10
1,1,0.0708,Ed Helms,0.795,172160,0.866,0,0.0623,-5.378,0.138,97.992,0.76,57,9
1,3,0.488666667,Ed Ivory,0.515666667,196591,0.434333333,8.13E-07,0.138,-12.01833333,0.251333333,109.7133333,0.586333333,47,1
1,2,0.846,Ed Lang & His Orchestra,0.823,178787,0.613,0.886,0.0534,-9.062,0.0674,114.038,0.895,5,10
1,2,0.946,Ed Maverick,0.83,207400,0.159,2.02E-05,0.362,-14.461,0.0383,104.95,0.189,77,1
0,2,0.00952,Ed O.G. & Da Bulldogs,0.732,206867,0.722,0,0.206,-8.706,0.17,93.041,0.522,33,11
1,4,0.215,Ed Seay,0.59,275387,0.5305,5.95E-06,0.0605,-12.473,0.03725,119.9545,0.631,43.5,2
1,145,0.414672931,Ed Sheeran,0.663993103,240009.3103,0.497107586,0.000245696,0.176845517,-8.051875862,0.077952414,103.1659793,0.509055172,66.23448276,8
1,8,0.6415,Ed Sullivan,0.3765,116053.25,0.3075,0.018771,0.107725,-11.66525,0.02915,105.33375,0.43525,25,0
1,2,0.965,Ed Tullett,0.354,194160,0.311,0.0315,0.204,-10.377,0.0321,146.631,0.135,63,3
1,4,0.9725,Edda Dell Orso,0.11605,260426.5,0.05065,0.968,0.09115,-24.061,0.04335,109.1735,0.03295,26,4
1,8,0.7475,Edda Dell'Orso,0.22125,174923.5,0.47325,0.6085,0.085125,-13.33175,0.054575,92.0275,0.262,37.25,0
0,2,0.1,Edda Hayes,0.14,204587,0.478,0.000112,0.105,-10.145,0.0484,185.121,0.0412,75,1
1,2,0.964,"Eddie ""Cleanhead"" Vinson",0.597,161067,0.194,9.66E-05,0.309,-11.92,0.0883,73.699,0.625,0,5
1,1,0.602,"Eddie ""Lockjaw"" Davis",0.533,720227,0.227,0.00703,0.273,-16.52,0.0446,134.274,0.582,8,0
0,2,0.95,"Eddie ""Rochester"" Anderson",0.465,255884,0.795,0.227,0.868,-7.447,0.235,175.293,0.818,0,10
1,2,0.0012,Eddie & The Hot Rods,0.327,260000,0.868,0.116,0.0827,-5.74,0.0733,147.803,0.411,26,4
1,3,0.919333333,Eddie Albert,0.671333333,179511,0.214,0,0.198333333,-13.441,0.188766667,101.8386667,0.609,0.666666667,9
0,2,0.173,Eddie And The Tide,0.68,240693,0.704,0,0.226,-11.865,0.032,119.368,0.886,35,9
0,2,0.904,Eddie Barclay,0.325,136979,0.266,0.0805,0.1,-11.9,0.0367,73.956,0.254,0,6
0,2,0.188,Eddie Beram,0.493,129000,0.931,0.804,0.163,-7.351,0.0702,139.106,0.197,27,10
1,2,0.903,Eddie Berman,0.463,239133,0.153,1.23E-05,0.152,-14.082,0.0385,73.506,0.254,61,2
1,1,0.907,Eddie Boyd,0.742,143800,0.507,3.32E-06,0.163,-7.777,0.0396,104.191,0.813,15,2
1,2,0.988,Eddie Bush,0.41,119600,0.146,0.924,0.123,-22.803,0.0601,69.476,0.249,39,7
1,2,0.601,Eddie Calvert,0.397,182787,0.378,0.791,0.47,-12.419,0.0272,103.898,0.495,0,10
1,1,0.983,Eddie Cantor,0.753,113964,0.742,0.000107,0.691,-6.484,0.218,146.786,0.97,0,9
1,3,0.961666667,Eddie Chappell,0.445,209240,0.3,9.07E-07,0.171,-13.96233333,0.0446,99.37033333,0.525333333,1,1
1,60,0.435926667,Eddie Cochran,0.598366667,125919.2333,0.573466667,0.063161347,0.18896,-10.61493333,0.06878,121.4088667,0.765983333,27.8,7
1,18,0.943666667,Eddie Condon,0.541111111,170568.6667,0.327633333,0.767333333,0.349111111,-14.967,0.083666667,140.2845556,0.831333333,0,8
0,7,0.258857143,Eddie Dee,0.684714286,252206.8571,0.750428571,1.28E-06,0.218485714,-5.402571429,0.098414286,95.21371429,0.748142857,53.71428571,9
1,50,0.89672,Eddie Fisher,0.33268,161339.84,0.20964,0.001236568,0.235764,-11.2077,0.033844,99.84594,0.32866,9.64,2
1,6,0.25941,Eddie Floyd,0.706666667,180737.6667,0.429,0.00174175,0.2173,-12.76566667,0.038033333,110.798,0.867666667,40.66666667,4
1,3,0.909,Eddie Foy Jr,0.663333333,178658,0.388666667,6.60E-06,0.443933333,-11.109,0.132333333,98.99233333,0.763666667,13.66666667,2
1,1,0.784,Eddie Gasper,0.728,238560,0.454,0,0.364,-13.349,0.0659,86.198,0.809,28,0
1,10,0.11488,Eddie Gonzalez,0.667,214768,0.7366,0.006272308,0.15874,-7.984,0.04758,139.8634,0.7144,36,7
1,4,0.3305,Eddie Griffin,0.7365,71400,0.832,0,0.355,-5.887,0.405,125.0595,0.7365,47.5,2
0,2,0.98,Eddie Gómez,0.401,388867,0.198,0.909,0.251,-21.981,0.0441,86.915,0.229,36,7
0,12,0.597166667,Eddie Harris,0.586333333,332821.8333,0.389,0.024180038,0.139633333,-12.99516667,0.041283333,139.3978333,0.550833333,23.33333333,10
0,12,0.31585,Eddie Hazel,0.585333333,326864.5,0.646833333,0.459633333,0.290133333,-10.40633333,0.071266667,117.8038333,0.882666667,35.66666667,9
0,2,0.38,Eddie Henderson,0.661,292133,0.608,0.162,0.0823,-9.516,0.0291,87.174,0.962,34,10
1,97,0.95185567,Eddie Heywood,0.564824742,180094.3711,0.153169072,0.357352346,0.201775258,-15.46342268,0.043805155,110.965866,0.497783505,7.711340206,7
1,3,0.637666667,Eddie Hodges,0.686333333,101497.6667,0.236,0,0.1008,-13.161,0.056166667,121.96,0.832,26.66666667,8
1,2,0.612,Eddie Holland,0.671,145107,0.681,0,0.27,-7.726,0.0482,121.749,0.866,17,3
0,6,0.420666667,Eddie Holman,0.442666667,187591,0.401333333,6.93E-07,0.160133333,-9.636666667,0.0277,90.11366667,0.536333333,35,5
1,4,0.9485,Eddie Kamae,0.2955,145100,0.5275,0.878,0.107,-18.852,0.0399,159.1305,0.886,38.5,7
1,4,0.6435,Eddie Kamae And The Sons Of Hawai`i,0.597,173040,0.2995,0.0019928,0.1055,-13.4205,0.02835,94.568,0.572,26.5,2
1,28,0.430714286,Eddie Kendricks,0.527142857,298306.5,0.574642857,0.018091936,0.193957143,-11.24864286,0.053114286,118.9196429,0.704,30.78571429,9
1,12,0.989333333,Eddie Lang,0.649833333,180566.6667,0.2915,0.601,0.172583333,-12.6425,0.063266667,134.5658333,0.686333333,11.16666667,0
1,2,0.493,Eddie Levert,0.741,345200,0.511,0,0.0808,-11.797,0.0401,119.38,0.752,46,9
1,2,0.223,Eddie Louiss,0.348,153067,0.393,0,0.151,-9.787,0.03,132.069,0.357,62,1
0,2,0.154,Eddie Lovette,0.747,290373,0.511,4.00E-06,0.0812,-13.219,0.0965,86.036,0.836,49,6
0,2,0.0128,Eddie Mercado,0.803,369253,0.699,0.652,0.0722,-9.26,0.0536,115.23,0.853,24,10
1,98,0.116455918,Eddie Money,0.588795918,230356.2041,0.701714286,0.003734981,0.138855102,-9.791040816,0.038518367,119.4901429,0.69755102,32.6122449,2
1,20,0.729579,Eddie Murphy,0.5393,247301.2,0.6953,0.000143082,0.7182,-14.6456,0.73126,113.9747,0.3922,28.1,6
1,1,0.99,Eddie Ortiz,0.574,89387,0.187,0.941,0.139,-22.761,0.0483,150.84,0.883,2,11
1,51,0.667745098,Eddie Palmieri,0.632705882,292007.5294,0.603635294,0.301071356,0.197976471,-9.885372549,0.05332549,117.1065098,0.789764706,26.1372549,7
1,2,0.808,Eddie Phillips,0.696,173400,0.455,0.00187,0.368,-11.223,0.159,113.852,0.927,12,2
1,1,0.934,Eddie Quillan,0.471,194467,0.307,2.45E-06,0.212,-13.688,0.0773,137.398,0.556,4,1
1,40,0.22243,Eddie Rabbitt,0.637925,213538.875,0.5095,0.000677212,0.120585,-10.873875,0.0349325,115.695275,0.651025,35.525,7
1,3,0.924666667,Eddie Redmayne,0.366666667,168528.6667,0.173866667,8.13E-06,0.115,-15.42566667,0.0457,101.946,0.244666667,47.33333333,6
1,4,0.9895,Eddie Russell,0.336,181133,0.1485,0.30765,0.19295,-17.795,0.0362,108.4375,0.31,0,1
1,2,0.969,Eddie Safranski,0.348,627330,0.291,0.6615,0.252,-15.8045,0.08985,193.041,0.5865,0,1
1,24,0.497083333,Eddie Santiago,0.666416667,296118.9167,0.738666667,0.001534507,0.136941667,-7.217666667,0.039166667,144.5331667,0.907833333,51.41666667,10
1,16,0.88675,Eddie Sauter,0.35825,306714.875,0.298,0.781875,0.165375,-12.779125,0.04325,111.2595,0.3185,16.375,8
1,2,0.461,Eddie Shaw,0.489,222893,0.398,0.208,0.126,-13.006,0.0479,180.528,0.621,30,0
0,2,0.764,Eddie Sledge,0.8845,240366.5,0.28,0,0.458,-13.906,0.1075,115.089,0.8875,4.5,9
1,2,0.859,Eddie Snow,0.712,157000,0.572,2.46E-05,0.2,-7.483,0.0584,113.599,0.68,5,0
1,1,0.987,Eddie Stone,0.413,193907,0.218,0.913,0.0996,-12.858,0.0307,78.534,0.381,19,1
0,1,0.0301,Eddie Van Halen,0.353,346533,0.52,0.788,0.134,-9.344,0.0275,167.794,0.0628,41,7
1,21,0.532790476,Eddie Vedder,0.490904762,152273,0.537190476,0.114355146,0.14452381,-9.162666667,0.034804762,123.440381,0.507038095,57.23809524,7
1,48,0.867375,Eddy Arnold,0.46275,154637.25,0.24025,0.000312372,0.1454125,-13.76695833,0.030616667,112.2740417,0.465291667,25.375,9
1,10,0.2345,Eddy Herrera,0.7476,291658.8,0.8048,8.82E-05,0.18652,-7.347,0.04244,135.1066,0.8746,54.2,2
0,8,0.27525,Eddy Lover,0.6555,252180.25,0.78225,0,0.2235,-5.57675,0.037175,112.6255,0.42025,61,9
1,6,0.28,Eddy Mitchell,0.565333333,202942.3333,0.663,0.0010224,0.241666667,-9.757,0.043666667,94.17733333,0.752333333,49,5
1,8,0.228825,Eddy Raven,0.82825,165893.5,0.49625,2.76E-06,0.068875,-13.11675,0.0373,114.897,0.90375,35.25,6
1,2,0.975,Ede Marietti Gandolfo,0.509,174627,0.3245,0.003118205,0.363,-13.452,0.154,82.14,0.2995,1,5
1,22,0.921545455,Eden Ahbez,0.497818182,161431.3636,0.235345455,0.236034051,0.164027273,-16.41309091,0.038727273,111.969,0.354681818,25.09090909,2
1,1,0.0452,Eden Duncan-Smith,0.736,130467,0.841,0.0105,0.03,-5.352,0.0928,163.912,0.836,55,9
1,14,0.209510357,Eden James,0.430571429,198084.2857,0.693571429,0.002998831,0.203514286,-6.248285714,0.041442857,136.0242857,0.432857143,41,9
0,4,0.4965,Eden Project,0.537,261616,0.5335,0,0.4915,-7.1915,0.07155,114.469,0.256,57.5,11
0,2,0.728,Eden Riegel,0.229,435200,0.177,0.0115,0.133,-16.679,0.0402,137.681,0.0937,52,4
1,18,0.947333333,Eder Quartet,0.169555556,422397.1111,0.050433333,0.7052,0.164677778,-24.272,0.047166667,100.4843333,0.108111111,41.88888889,5
1,8,0.2209275,Edgar Allan Poe,0.60625,189174.25,0.0857,0,0.1625,-27.4465,0.706,111.31875,0.3595,0,7
1,2,0.00599,Edgar Fletcher,0.883,256373,0.641,0,0.115,-5.619,0.197,76.995,0.256,45,1
1,4,0.415,Edgar Froese,0.401,485913.5,0.457,0.624,0.09205,-15.1615,0.04285,148.698,0.16325,30,6
1,1,0.389,Edgar Joel,0.683,294027,0.722,0,0.104,-7.578,0.0354,160.892,0.905,58,8
1,8,0.93625,Edgar Meyer,0.25355,287694.75,0.1584625,0.6365,0.1334875,-21.037375,0.0395375,93.785,0.1949875,28.625,2
1,1,0.995,Edgar Pettman,0.24,177000,0.0394,0.292,0.0965,-32.821,0.0438,82.297,0.251,35,5
1,10,0.557,Edgar Winter,0.413,371099.9,0.536,0.039879,0.5162,-11.4322,0.05828,120.8864,0.5812,26.2,0
0,2,0.2,Edgar Winter's White Trash,0.441,270933,0.682,5.49E-05,0.0798,-10.078,0.0427,167.759,0.732,21,11
1,4,0.9945,Edgardo Donato Y Sus Muchachos,0.7475,152369,0.1385,0.541,0.2245,-16.485,0.2155,133.8575,0.739,0,7
0,2,0.0262,Edguy,0.481,370187,0.878,0.00211,0.282,-4.734,0.0552,136.534,0.401,50,0
1,2,0.279,Edicion Especial,0.583,255402,0.819,0,0.134,-4.236,0.0603,171.056,0.883,66,0
0,2,0.44,Edie Brickell,0.562,189827,0.314,1.10E-05,0.106,-15.213,0.0298,166.847,0.571,34,10
1,14,0.543,Edie Brickell & New Bohemians,0.657714286,255803.8571,0.555285714,5.43E-05,0.1174,-12.39214286,0.038228571,122.3342857,0.559714286,37,11
1,2,0.9065,Edie Cowan,0.596,185733.5,0.3105,2.48E-05,0.10445,-12.2305,0.0887,138.746,0.5735,32,9
1,6,0.2458,Edison Lighthouse,0.569,166418,0.767333333,0,0.142833333,-6.768,0.029966667,111.9256667,0.716,46.33333333,9
1,2,0.963,Edita Gruberova,0.535,172760,0.213,0.000122,0.188,-14.996,0.0686,73.956,0.159,21,5
1,9,0.860666667,Edith Adams,0.420777778,214589.5556,0.263444444,0.003344568,0.172,-13.74655556,0.055333333,125.1497778,0.416888889,8,5
1,1,0.963,Edith Lienbacher,0.162,384120,0.134,0.875,0.0975,-17.593,0.0428,70.763,0.0953,45,4
1,1,0.991,Edith Mathis,0.218,210533,0.0625,1.82E-05,0.427,-22.482,0.0463,79.981,0.0826,53,10
1,7,0.314171429,Edith Márquez,0.540142857,222451.4286,0.529571429,0,0.168714286,-6.303428571,0.033514286,110.3815714,0.373285714,57.14285714,5
1,13,0.877923077,Edith Sitwell,0.553307692,85393.84615,0.213446154,0.01838477,0.1484,-19.83392308,0.241584615,99.63384615,0.607538462,0,5
1,2,0.982,Edith Whiskers,0.725,195359,0.199,0.00395,0.1,-12.478,0.0357,120.031,0.264,74,2
0,2,0.00052,Editors,0.173,226427,0.872,0.0353,0.324,-4.39,0.0533,149.361,0.39,61,7
0,2,0.844,Edmee,0.558,271040,0.268,0,0.098,-9.238,0.0305,144.712,0.184,44,9
1,2,0.855,Edmond Roze,0.738,113493,0.274,0,0.102,-10.586,0.429,81.416,0.712,0,5
0,1,0.927,Edmund Gruber,0.504,132067,0.452,8.27E-06,0.109,-13.402,0.0404,119.579,0.63,14,2
1,16,0.968,Edmund Kurtz,0.24725,460440,0.17675,0.8765,0.186,-16.458,0.034425,108.51575,0.2,0,7
1,4,0.90275,Edmund Lyndeck,0.39675,384706.75,0.35125,0.0353627,0.15675,-12.41925,0.096125,117.992,0.323,26.25,7
1,2,0.897,Edmundo Ros,0.732,195443,0.848,0.917,0.0958,-8.495,0.0792,173.027,0.933,0,7
1,2,0.991,Edmée Favart,0.783,141040,0.341,0,0.589,-14.903,0.873,121.287,0.803,0,2
1,2,0.99,Edmée Louin,0.42,293693,0.0108,0.251,0.111,-22.356,0.0692,96.072,0.129,0,1
1,12,0.983,Edna St. Vincent Millay,0.6275,75178.66667,0.18415,0.289769333,0.161,-17.5815,0.882333333,100.439,0.484833333,4,7
1,2,0.86,Edoardo Bennato,0.403,219333,0.486,2.70E-05,0.135,-8.758,0.0469,134.36,0.3,53,4
1,1,0.87,Edoardo Di Capua,0.144,260467,0.487,0.0655,0.124,-7.21,0.0352,91.567,0.225,7,2
1,4,0.0018125,Edoardo Spolaore,0.797,365105,0.76,0.8685,0.09115,-9.7035,0.0634,127.5035,0.5305,0,5
1,8,0.601,Edoardo Vianello,0.5765,174906.5,0.63525,8.32E-06,0.13765,-6.73075,0.07625,122.01675,0.7605,29.25,7
1,1,0.993,Edouard Bervily,0.363,182093,0.167,1.76E-06,0.307,-13.533,0.0417,111.967,0.201,0,3
1,2,0.981,Edouart Delmont,0.468,251573,0.523,0.00587,0.167,-13.049,0.731,89.255,0.56,0,3
1,6,0.894,Edu Da Gaita,0.438333333,153016.6667,0.444,0.09372,0.103133333,-10.84266667,0.053266667,97.879,0.622,0,9
1,2,0.161,Edu Lobo,0.656,185000,0.585,4.01E-05,0.161,-14.124,0.0337,138.23,0.888,18,0
1,1,0.961,Eduard Haken,0.243,350640,0.31,0,0.26,-14.838,0.0627,80.199,0.199,0,7
1,2,0.9815,Eduard Kandl,0.6245,319866.5,0.1605,8.28E-05,0.3125,-16.669,0.618,85.2295,0.4145,0,7
0,6,0.912,Eduard Khil,0.672333333,122370.3333,0.254,0.0001303,0.129,-15.96166667,0.154633333,132.6226667,0.811666667,29.33333333,6
1,1,0.981,Eduard Künneke,0.371,267319,0.411,0.000631,0.349,-8.022,0.0553,77.394,0.395,0,0
1,1,0.987,Eduard Marks,0.194,330027,0.101,0.0286,0.121,-17.849,0.041,78.005,0.0603,0,10
1,2,0.774,Eduard Strauss,0.4425,142306.5,0.563,0.942,0.8265,-16.4485,0.447,170.5175,0.534,7,2
1,183,0.951584699,Eduard van Beinum,0.269574863,309921.1913,0.190320437,0.752903716,0.186208743,-19.80260109,0.044110929,102.1547541,0.177691803,0.163934426,2
1,57,0.978982456,Eduardo Adrian,0.571508772,180975.4386,0.204266667,0.71425614,0.129082456,-12.233,0.107712281,128.2563333,0.676912281,0.052631579,9
1,4,0.955,Eduardo Falú,0.5235,193646,0.2375,0.04396,0.197,-14.9405,0.03535,104.531,0.528,21.5,4
0,2,0.769,Eduardo Gatti,0.58,192067,0.119,0.00485,0.102,-22.644,0.0377,158.693,0.535,54,11
1,1,0.29,Eduardo Rovira,0.406,258827,0.404,0.178,0.126,-7,0.0302,104.264,0.225,6,7
1,3,0.985,Eduardo di Capua,0.322666667,199552,0.264666667,0.096566667,0.2076,-11.722,0.040433333,91.402,0.335333333,0,7
1,42,0.960595238,Edvard Grieg,0.290904762,344895.8571,0.108224286,0.787769048,0.146711905,-21.11795238,0.044078571,97.08404762,0.114990476,19.64285714,7
1,2,0.403,Edward Bear,0.554,195120,0.62,0,0.128,-8.13,0.0456,128.854,0.791,40,6
1,2,0.931,Edward Brewer,0.211,180333,0.062,0.676,0.103,-26.073,0.0428,86.714,0.118,32,3
1,45,0.901911111,Edward Elgar,0.21572,324175.2,0.201309778,0.716677,0.155644444,-19.39162222,0.043137778,100.1011111,0.195515556,6.688888889,0
1,1,0.987,Edward Isidor Bergman,0.413,193907,0.218,0.913,0.0996,-12.858,0.0307,78.534,0.381,19,1
1,1,0.299,Edward M. Read,0.538,62614,0.276,0.00013,0.0922,-13.318,0.033,91.718,0.152,0,9
1,3,0.031866667,Edward Maya,0.777,250991,0.762666667,0.016866667,0.088033333,-5.469333333,0.0373,127.0406667,0.304333333,49.66666667,9
1,2,0.995,Edward Newton,0.399,135253,0.00402,0.955,0.103,-37.809,0.0404,67.194,0.149,54,1
1,4,0.9475,Edward Ross,0.1041,331013.5,0.14,0.6045,0.095,-19.7225,0.0405,74.275,0.0425,52.5,2
1,12,0.366833333,Edward Sharpe & The Magnetic Zeros,0.537166667,260740,0.622,0.019714667,0.128883333,-6.789833333,0.043216667,99.83866667,0.398,58.5,2
1,2,0.972,Edward Wright,0.65,139333,0.11,0.917,0.0863,-21.86,0.0648,113.75,0.786,41,2
1,1,0.822,Edwards Sanders,0.585,120240,0.362,0,0.149,-10.633,0.0995,134.174,0.63,44,5
0,4,0.03107,Edwin Birdsong,0.857,353556,0.6535,0.14645,0.1304,-9.728,0.08155,109.947,0.722,32.5,5
1,2,0.772,Edwin Clay,0.6915,124300,0.2985,0,0.0631,-14.18,0.266,123.8155,0.783,3,8
1,9,0.982555556,Edwin Fischer,0.325444444,398108.1111,0.083555556,0.307546667,0.105811111,-20.23566667,0.045766667,86.75288889,0.096244444,3.111111111,10
1,2,0.572,Edwin Hawkins,0.339,369227,0.848,0,0.684,-6.432,0.213,101.954,0.405,39,6
1,3,0.995666667,Edwin Lobato,0.585,146840.3333,0.0211,0.0834,0.200333333,-29.958,0.079366667,92.55266667,0.593666667,2.666666667,4
1,13,0.532226154,Edwin Luna y La Trakalosa de Monterrey,0.714153846,197769.3077,0.579461538,1.86E-06,0.110523077,-4.338153846,0.048123077,127.2776154,0.753769231,63,10
0,2,0.951,Edwin McArthur,0.575,172573,0.141,0.745,0.107,-18.074,0.0439,113.053,0.526,0,2
1,8,0.435125,Edwin McCain,0.43525,271013.25,0.57525,3.00E-06,0.12,-5.999,0.030575,137.964,0.40325,57.5,11
1,2,0.994,Edwin Schneider,0.4,187333,0.155,4.33E-05,0.103,-13.976,0.0873,170.251,0.24,0,4
1,14,0.243414286,Edwin Starr,0.663,185792.4286,0.637714286,0.037724671,0.203571429,-10.37671429,0.0909,115.0002857,0.824285714,41.14285714,1
0,2,0.0243,Edwyn Collins,0.619,236583,0.781,0.000286,0.402,-7.455,0.0393,126.267,0.533,64,5
1,4,0.81875,Edwynn,0.5795,172770,0.3485,0.00026,0.17,-14.66175,0.07535,118.10025,0.66925,22.5,8
1,14,0.948285714,Edythe Wright,0.702285714,188349.5714,0.298571429,0.302157143,0.188914286,-12.556,0.078328571,105.8421429,0.837428571,6.714285714,5
1,10,0.24552,Eek-A-Mouse,0.8164,266002.6,0.4722,0.00744352,0.12204,-10.6228,0.11314,90.0724,0.6716,45.2,5
1,20,0.3492878,Eels,0.5843,188057.4,0.5734,0.35077,0.22044,-8.5012,0.05268,127.3828,0.451,48.5,0
1,2,0.00052,Effective,0.647,512923,0.606,0.816,0.197,-9.588,0.0697,130.014,0.142,0,1
0,1,0.773,Effi Ben Israel,0.684,136573,0.223,0,0.0624,-14.517,0.444,122.703,0.701,34,0
1,1,0.0087,Efraim Shamir,0.444,307667,0.554,2.77E-06,0.113,-10.946,0.0279,132.661,0.427,40,7
1,22,0.897727273,Efrem Kurtz,0.273772727,291533.3636,0.184368182,0.5479,0.326063636,-18.00013636,0.038381818,96.88218182,0.16945,2.136363636,0
1,2,0.967,Egbert Van Alstyne,0.2545,172906.5,0.2615,2.04E-05,0.2355,-13.097,0.03195,75.081,0.2165,0.5,2
1,2,0.919,Egberto Gismonti,0.221,353800,0.104,0.968,0.104,-20.916,0.032,172.892,0.196,42,8
0,2,0.000534,Egg,0.33,169560,0.468,0.876,0.122,-13.954,0.0452,90.212,0.384,34,2
1,2,0.0317,Egg Hunt,0.29,168600,0.922,0.00696,0.0602,-6.058,0.0926,155.68,0.512,24,8
1,2,0.732,Egil Johansen,0.592,497560,0.332,0.66,0.717,-15.609,0.0606,95.07,0.621,38,5
1,4,0.818,Egor Letov,0.458,174306.5,0.4955,0,0.1975,-8.6495,0.11665,109.17,0.441,48.5,5
0,12,0.000431623,Egypt Central,0.480333333,204885.1667,0.924666667,0.1438106,0.2079,-4.790833333,0.07595,121.4698333,0.4525,48.66666667,1
0,2,0.0602,Ehab Tawfik,0.789,217365,0.753,0,0.164,-7.866,0.0554,136.024,0.923,53,5
1,2,0.46,Ehukai,0.845,241059,0.374,0,0.0833,-13.413,0.0653,115.036,0.961,40,5
0,4,0.206575,Eiffel 65,0.8045,263994.5,0.96525,0.081107,0.44475,-11.026,0.051225,128.49375,0.80475,63.75,7
0,2,0.0397,Eight Seconds,0.675,247693,0.638,0.0672,0.0513,-10.801,0.0289,110.968,0.875,34,4
0,2,2.02E-05,Eighteen Visions,0.332,202960,0.983,0,0.178,-3.621,0.124,158.221,0.12,42,6
0,1,0.911,Eiji Kitamura,0.673,413800,0.135,0.574,0.1,-20.876,0.0364,123.575,0.358,27,7
0,2,0.0275,Eile Monty,0.535,185477,0.672,0,0.327,-4.417,0.0699,110.048,0.521,57,3
1,2,0.858,Eileen Barton,0.727,159840,0.287,2.60E-06,0.057,-9.227,0.327,170.17,0.922,28,8
1,33,0.870969697,Eileen Farrell,0.33869697,221371.4545,0.246554545,0.008778846,0.286015152,-14.7990303,0.052824242,98.92790909,0.299124242,0.818181818,0
1,1,0.947,Eileen Newton,0.112,156360,0.262,3.62E-05,0.629,-11.672,0.0312,82.002,0.145,0,7
1,2,0.995,Einar Steen-Nøkleberg,0.376,131667,0.0192,0.874,0.0778,-35.626,0.0394,111.591,0.197,55,4
0,2,0.108,Einstürzende Neubauten,0.374,313307,0.295,0.0141,0.0983,-8.281,0.0317,93.371,0.126,27,2
1,1,0.393,Ekaterina Chtchelkanova,0.601,442733,0.34,0,0.456,-12.092,0.363,125.309,0.654,57,1
1,2,0.77,Ekin Cheng,0.448,210000,0.355,0,0.298,-9.437,0.025,74.182,0.273,50,0
