index,mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
1759,0,1,0.909,Chuck Rainey,0.784,147267,0.165,0.494,0.114,-20.411,0.0772,134.989,0.709,20
1760,1,6,0.451333333,Chuck Wicks,0.528333333,242506,0.428333333,4.37E-05,0.113,-8.173333333,0.030133333,111.5,0.260333333,47.33333333
1761,1,4,0.0629,Chuckii Booker,0.538,334766.5,0.6275,0.02935,0.112,-11.4,0.047,187.7395,0.714,40.5
1762,1,2,0.106,Chumbawamba,0.263,278960,0.871,0,0.363,-7.496,0.131,206.68,0.622,62
1763,0,1,0.341,Chuuwee,0.628,271778,0.588,0,0.406,-9.506,0.291,83.13,0.491,53
1764,1,2,0.167,Chuy Vega,0.809,212689,0.54,0.000248,0.0838,-8.618,0.0397,112.318,0.859,56
1765,0,5,0.6716,Chyi Yu,0.3318,244640,0.3442,8.65E-06,0.204,-10.1696,0.0345,104.6756,0.276,38
1766,1,40,0.0856977,Ciara,0.746275,233441.425,0.660025,0.001615911,0.14251,-6.7196,0.12604,120.0433,0.5504,56.3
1767,1,6,0.024773333,Cibo Matto,0.67,204795.3333,0.538333333,0.080813333,0.144666667,-10.88366667,0.174,91.86133333,0.333,38.33333333
1768,1,4,0.5185,Cilla Black,0.478,154826.5,0.6155,0.0064,0.238,-6.448,0.04805,94.768,0.625,39.5
1769,1,48,0.043031879,Cinderella,0.457041667,250586.625,0.765625,0.142350833,0.2172625,-10.44854167,0.036770833,130.1493333,0.518875,41.08333333
1770,0,2,0.461,Cindy Bradley,0.617,314312,0.594,0.799,0.122,-9.527,0.0345,91.964,0.513,46
1771,0,14,0.000241386,Circa Survive,0.361,224428.5714,0.825,0.001003904,0.142385714,-6.146714286,0.055542857,146.7015714,0.326857143,43
1772,1,28,0.015452857,Circle Jerks,0.467428571,142563.7857,0.898857143,2.95E-05,0.196842857,-8.557785714,0.04855,119.5866429,0.5375,30.21428571
1773,0,2,0.064,CircusP,0.384,295695,0.792,0,0.13,-4.035,0.109,125.303,0.382,52
1774,1,10,0.14428,Cisco Adler,0.7512,222797,0.666,2.82E-07,0.11518,-5.342,0.18338,121.1718,0.6712,48.4
1775,1,2,0.00261,Citipointe Worship,0.451,388133,0.567,0,0.146,-7.466,0.0322,148.079,0.219,57
1776,0,8,0.04733425,Citizen,0.3795,184521.5,0.6235,0.12883125,0.32675,-6.53025,0.0426,118.454,0.272,49.25
1777,1,2,0.173,Citizen King,0.758,207027,0.896,3.18E-05,0.136,-3.311,0.0501,94.911,0.797,57
1778,1,2,0.0923,City Girl,0.931,168814,0.517,0.821,0.114,-8.476,0.105,118.021,0.171,62
1779,1,3,0.231,City High,0.755666667,187804.3333,0.749333333,3.17E-06,0.346933333,-7.361666667,0.244,94.93,0.653,51.66666667
1780,1,4,0.941,City Of Birmingham Symphony Orchestra,0.13375,406800,0.066115,0.89,0.08775,-23.6725,0.0403,110.3495,0.04595,44
1781,1,10,0.9547,City of London Sinfonia,0.28889,201941.3,0.08129,0.8047,0.1309,-24.2709,0.04261,101.8014,0.33321,42.2
1782,0,1,0.151,Ck9c,0.742,268526,0.552,0.00236,0.125,-8.021,0.0883,86.541,0.712,64
1783,1,4,0.322,Claire Rosinkranz,0.817,129241,0.6345,0,0.07365,-7.246,0.1625,138.015,0.4535,76.5
1784,1,40,0.49881,Clairo,0.702825,176525.4,0.450415,0.066923184,0.1411325,-10.25075,0.0559475,108.02585,0.52481,69.575
1785,0,18,0.056030444,Clan of Xymox,0.507555556,324601.3333,0.591111111,0.332353333,0.147633333,-12.71811111,0.036766667,131.8076667,0.405555556,35.66666667
1786,0,17,0.878529412,Clannad,0.316117647,235781.1176,0.215209412,0.198304527,0.105147059,-19.09947059,0.036823529,137.1317647,0.225341176,37.64705882
1787,1,6,0.986666667,Clara Haskil,0.334,368353.3333,0.153683333,0.489333333,0.10645,-17.50816667,0.051283333,93.6245,0.3905,0.666666667
1788,1,2,0.228,Clara Mae,0.477,194204,0.51,0,0.0755,-8.94,0.275,111.893,0.477,62
1789,1,4,0.628,"Clarence ""Gatemouth"" Brown",0.705,312646.5,0.32,0.0564,0.1042,-16.7705,0.06695,98.3,0.645,40
1790,1,36,0.414611111,Clarence Carter,0.631722222,170782.5556,0.485222222,0.001575807,0.197683333,-13.11588889,0.058172222,112.5887222,0.865555556,34.16666667
1791,1,12,0.992166667,Clarence Williams & His Washboard Band,0.637166667,182477.5,0.4565,0.834166667,0.193,-10.34933333,0.13885,147.0865,0.873833333,0
1792,1,2,0.972,Clarence Williams' Jug Band,0.74,187014,0.604,0.0719,0.0395,-10.616,0.123,123.043,0.893,2
1793,1,2,0.07,ClariS,0.517,270040,0.906,0.000223,0.155,-4.349,0.0508,175.021,0.671,50
1794,1,1,0.954,Claribel,0.327,186107,0.204,0,0.298,-14.52,0.0465,107.778,0.149,0
1795,1,42,0.683540476,Clark Terry,0.530642857,330711.0476,0.340080952,0.247234884,0.299428571,-12.64840476,0.072185714,113.6583571,0.477857143,18.88095238
1796,0,11,0.735454545,Classics IV,0.623181818,169889.6364,0.379545455,0.031631167,0.158963636,-12.07845455,0.031863636,112.8769091,0.684272727,41.36363636
1797,1,2,0.0378,Classixx,0.894,251381,0.569,9.88E-05,0.0636,-7.144,0.0406,110.005,0.827,49
1798,0,1,0.201,Claud,0.818,138000,0.623,0,0.112,-5.901,0.043,120.104,0.968,63
1799,0,3,0.644333333,Claude Bolling,0.578666667,219000.3333,0.425333333,0.538,0.439666667,-13.528,0.038333333,95.299,0.556,11.33333333
1800,1,2,0.0649,Claude Franois,0.283,252000,0.437,0,0.131,-9.921,0.0423,172.891,0.508,28
1801,1,2,0.902,Claude Larson,0.455,483133,0.151,0.892,0.0874,-21.173,0.0376,80.984,0.0377,34
1802,1,4,0.08415,Claudia,0.6075,169340,0.7905,0,0.18105,-6.9395,0.19445,86.889,0.733,45.5
1803,0,19,0.934263158,Claudio Abbado,0.246568421,261028.6842,0.147694737,0.822631579,0.223084211,-20.36968421,0.039826316,109.2058421,0.240736842,37.78947368
1804,1,8,0.463,Claudio Baglioni,0.506,332946.75,0.311,4.83E-05,0.154175,-14.94075,0.035175,109.2985,0.42025,53
1805,0,3,0.417333333,Claudio Moran,0.628666667,246266.3333,0.746666667,0.002487333,0.236,-8.986,0.051033333,131.2983333,0.953333333,53.33333333
1806,1,136,0.945323529,Claudio Villa,0.392691176,196989.9412,0.240914706,0.077915948,0.213107353,-13.42657353,0.0442,109.9603235,0.469191176,1.838235294
1807,0,2,0.989,Claus Ogerman,0.114,158067,0.0339,0.482,0.133,-21.806,0.0423,81.199,0.0402,2
1808,1,2,0.011,Clawfinger,0.551,231720,0.915,0.0011,0.187,-5.178,0.0688,170.303,0.573,50
1809,1,36,0.131742222,Clay Walker,0.602833333,202519.9444,0.650083333,5.48E-05,0.140438889,-8.859111111,0.034230556,128.3103056,0.565055556,45.36111111
1810,0,11,0.222018182,Clean Bandit,0.730545455,221139.2727,0.666727273,1.54E-05,0.220136364,-5.190818182,0.0449,112.0643636,0.593636364,71.18181818
1811,1,102,0.889411765,Clemens Krauss,0.373627451,321413.2157,0.188982353,0.139600459,0.240037255,-19.46313725,0.064417647,103.2979412,0.28144902,0.019607843
1812,1,2,0.942,Cleveland Pops Orchestra,0.46,193387,0.169,0,0.0728,-15.296,0.0419,140.966,0.387,6
1813,0,4,0.3074,Clever,0.703,195875,0.578,7.40E-06,0.302,-5.0835,0.06745,150.0265,0.7565,73.5
1814,0,2,0.0924,Click,0.841,294870,0.927,0.884,0.14,-5.891,0.0369,134.409,0.935,51
1815,1,6,0.862666667,Cliff Jordan,0.608,453178,0.327,0.1922,0.176433333,-12.30533333,0.054833333,104.9103333,0.596666667,8.333333333
1816,1,2,0.182,Cliff Richard & The Shadows,0.48,160973,0.341,0.00225,0.0935,-11.363,0.0334,119.708,0.34,25
1817,1,3,0.033633333,Clika 1,0.701,279862,0.708666667,0,0.376333333,-6.976666667,0.411,155.653,0.706,40.66666667
1818,1,2,0.434,Climax,0.203,164653,0.401,0,0.1,-12.341,0.0339,201.467,0.17,44
1819,1,4,0.244,Climie Fisher,0.5815,277293.5,0.68,0.0002604,0.154,-10.762,0.02865,101.043,0.7475,54.5
1820,1,6,0.863,Clint Eastwood,0.481666667,220324.6667,0.226166667,0.301114143,0.1527,-15.17466667,0.034633333,95.37066667,0.405666667,23.66666667
1821,1,6,0.609333333,Clinton Kane,0.533666667,185788.6667,0.519666667,0,0.133666667,-7.774,0.0548,108.5513333,0.400333333,72
1822,1,1,0.0856,Clio,0.804,340733,0.881,0.0384,0.0522,-4.369,0.0389,120.067,0.96,35
1823,1,15,0.2234,Clipse,0.7126,249308.4667,0.788666667,4.97E-05,0.20264,-4.2956,0.241306667,117.1480667,0.6528,46.8
1824,1,8,0.008669,Cloud One,0.62275,413656.75,0.685,0.273250273,0.1668,-11.14975,0.0635,128.136,0.791,30
1825,0,1,0.0129,Clue,0.608,251640,0.76,0,0.332,-5.851,0.242,168.211,0.366,58
1826,1,11,0.615818182,Cluster,0.590181818,300911.5455,0.305445455,0.907,0.234627273,-17.98281818,0.043436364,129.3219091,0.358418182,33.81818182
1827,1,28,0.102675429,Clutch,0.468428571,255410.5,0.799785714,0.056982264,0.308578571,-6.964,0.0608,116.2664286,0.550714286,41.28571429
1828,1,1,0.0995,Clyde Carson,0.813,220987,0.523,2.08E-06,0.273,-6.584,0.0658,101.068,0.158,53
1829,1,1,0.218,Cmten,0.682,147000,0.722,0,0.166,-3.352,0.113,159.992,0.944,73
1830,1,2,0.123,Coast,0.939,240973,0.462,0.00251,0.111,-5.635,0.0507,102.173,0.374,42
1831,1,2,0.741,Cobra Skulls,0.654,168120,0.486,0,0.0977,-9.473,0.0278,81.7,0.373,41
1832,0,2,0.0221,Cochise,0.734,149145,0.692,0,0.224,-6.227,0.0555,77.994,0.348,76
1833,1,6,0.439,Cock Robin,0.704,257320,0.524666667,0.006529333,0.0933,-11.28366667,0.032366667,114.8983333,0.720333333,48
1834,1,2,0.0652,Cockney Rejects,0.227,204213,0.969,0,0.664,-4.115,0.111,185.747,0.354,25
1835,0,2,0.313,CocoRosie,0.513,290187,0.498,4.06E-06,0.444,-7.929,0.0531,67.469,0.0787,44
1836,1,2,0.464,Coconut Records,0.532,210106,0.597,0.000123,0.0643,-6.109,0.0261,80.031,0.345,59
1837,1,2,0.00468,Codes In The Clouds,0.462,112720,0.249,0.896,0.108,-14.157,0.0315,106.039,0.0481,50
1838,0,2,0.45,Codfish,0.619,132081,0.468,0,0.127,-6.57,0.245,83.198,0.766,67
1839,1,4,0.3605,Cody Chesnutt,0.7485,204573,0.755,4.15E-06,0.0948,-4.619,0.19335,156.876,0.9655,50.5
1840,1,56,0.251778929,Cody Johnson,0.546642857,227114.4286,0.651392857,7.79E-05,0.1633,-5.880678571,0.031610714,124.3637857,0.49575,53.39285714
1841,1,2,0.14,Coffey Anderson,0.501,207987,0.743,6.56E-06,0.251,-5.789,0.037,156.036,0.325,67
1842,0,1,0.00391,Coi Leray,0.871,178720,0.751,0,0.0853,-8.042,0.0788,139.984,0.787,62
1843,1,30,0.331201333,Colbie Caillat,0.604666667,227776,0.559366667,7.67E-08,0.14976,-7.088266667,0.032906667,124.7216667,0.438533333,57.86666667
1844,1,18,0.101874544,Cold,0.447,224776.3333,0.774444444,5.13E-05,0.1554,-5.884111111,0.059066667,134.3008889,0.267111111,43.44444444
1845,1,12,0.129566667,Cold Chisel,0.525333333,241625.1667,0.8485,6.13E-07,0.180683333,-3.146,0.07345,130.748,0.684,56.83333333
1846,1,8,0.01444,Cold War Kids,0.44225,210246.75,0.81,0.138793098,0.36125,-3.5515,0.053275,102.36975,0.46025,57.5
1847,1,151,0.235917815,Coldplay,0.447344371,265740.2517,0.579886093,0.144916978,0.170463576,-8.317,0.035401987,127.2812517,0.237225166,61.45695364
1848,1,19,0.175650526,Cole Swindell,0.521105263,200140.8947,0.737894737,4.09E-06,0.172084211,-4.532684211,0.034642105,121.2915263,0.465052632,62.52631579
1849,1,8,0.89575,Coleman Hawkins Quartet,0.4115,302023.25,0.13885,0.13595,0.096225,-18.896,0.042275,116.18175,0.289,18.25
1850,1,23,0.946826087,Colette,0.661782609,442883.3478,0.101526087,0.035806361,0.162513043,-20.63052174,0.894565217,99.73073913,0.367695652,0
1851,1,1,0.246,Colin Firth,0.635,177627,0.459,0,0.259,-7.343,0.0244,96.056,0.433,63
1852,0,2,0.541,Colin Munroe,0.535,235921,0.696,0.00521,0.63,-7.181,0.0901,91.002,0.213,49
1853,1,38,0.152700053,Collective Soul,0.571157895,229423.2632,0.690105263,0.020405058,0.144578947,-8.417473684,0.039368421,119.1201053,0.585210526,45.42105263
1854,1,2,0.744,College,0.706,267693,0.443,0.555,0.162,-8.422,0.0349,112.001,0.376,60
1855,1,12,0.088766667,Collie Buddz,0.638333333,215212.3333,0.769833333,0.000212017,0.19395,-5.848833333,0.223566667,124.3233333,0.728166667,51
1856,1,2,0.996,Collin Walcott,0.301,139000,0.00249,0.19,0.0641,-34.366,0.0636,68.434,0.793,40
1857,1,6,0.581666667,Colmillo Norteo,0.683333333,173173.3333,0.799333333,4.73E-06,0.225666667,-4.577333333,0.066566667,151.5046667,0.961666667,56.33333333
1858,0,1,0.0379,Colonel Abrams,0.791,407067,0.835,0.242,0.0528,-8.669,0.0519,116.928,0.842,30
1859,1,15,0.1636,Color Me Badd,0.589333333,250526.3333,0.574333333,2.51E-05,0.10632,-8.474933333,0.0673,142.1528667,0.5052,49.6
1860,1,2,0.0211,Colosseum,0.401,264507,0.98,3.37E-05,0.152,-5.031,0.333,115.302,0.289,29
1861,1,2,0.167,Colourbox,0.567,277093,0.602,2.37E-05,0.224,-10.552,0.0283,109.462,0.708,28
1862,1,17,0.738588235,Colter Wall,0.574588235,191963.4118,0.293058824,0.274428447,0.109258824,-12.95682353,0.044376471,114.0855294,0.500941176,59.82352941
1863,1,10,0.8944,Columbia Orchestra,0.4074,412602.7,0.2308,0.30268,0.15212,-15.8337,0.04116,111.1151,0.5085,0
1864,1,4,0.434,Com Truise,0.615,246004.5,0.497,0.709,0.285,-8.5225,0.1219,127.7115,0.5255,50
1865,1,2,0.00422,Comah,0.801,374769,0.938,0.927,0.0984,-8.256,0.0569,130.031,0.52,0
1866,1,2,3.28E-06,Combichrist,0.492,285667,0.947,0.756,0.319,-5.97,0.0433,120.036,0.212,45
1867,1,9,0.159362222,Comethazine,0.847777778,107611.8889,0.610666667,0.001188889,0.171377778,-7.161222222,0.411888889,153.7934444,0.565666667,64
1868,0,8,0.4823,Commissioned,0.6155,302360,0.40725,8.96E-06,0.143325,-13.58425,0.04625,106.77875,0.5355,32.75
1869,1,78,0.331675897,Commodores,0.627,280802.8205,0.524612821,0.068535325,0.119776923,-11.926,0.048282051,116.3461282,0.577430769,39.87179487
1870,0,53,0.147628302,Common,0.719849057,246325.1509,0.635396226,4.33E-05,0.297433962,-8.118528302,0.262545283,96.33088679,0.561396226,49.47169811
1871,0,2,0.524,Common Market,0.768,328229,0.674,0,0.109,-7.747,0.324,179.82,0.71,42
1872,1,2,0.146,Commonwealth Jones,0.541,213507,0.903,0.0394,0.0516,-3.329,0.0436,107.906,0.925,4
1873,1,6,0.544666667,Company,0.586666667,270271.3333,0.654666667,0,0.333666667,-10.02233333,0.205666667,133.4793333,0.757,23.66666667
1874,0,2,0.824,Compay Quinto,0.731,167760,0.603,0.00594,0.0681,-7.847,0.043,132.86,0.963,37
1875,1,2,0.496,Compost,0.459,293067,0.409,0.00339,0.103,-13.189,0.0362,81.513,0.282,31
1876,1,16,0.09593625,Compton's Most Wanted,0.76875,258333.5,0.516125,0.00499836,0.1763875,-12.229625,0.22575,101.35275,0.585375,40.5
1877,0,2,0.57,Comus,0.418,274333,0.592,2.30E-05,0.223,-7.045,0.043,141.973,0.457,26
1878,1,34,0.342931765,Conan Gray,0.552823529,195044.0588,0.566352941,4.81E-06,0.192623529,-6.918117647,0.071117647,109.9610588,0.414058824,60.47058824
1879,0,2,0.05,Concept Neuf,0.802,260880,0.649,0.769,0.113,-12.795,0.0462,118.984,0.822,39
1880,1,137,0.954510949,Concertgebouworkest,0.265662774,274727.7956,0.186007445,0.652458884,0.176772993,-20.49370073,0.045232117,103.4334307,0.187205109,1.591240876
1881,1,2,0.000791,Concorde,0.392,302533,0.644,0.392,0.106,-5.229,0.0332,120.569,0.151,61
1882,1,20,0.13445,Confederate Railroad,0.6342,206134.7,0.6863,0.000224945,0.17638,-8.4374,0.03279,117.1518,0.712,41.9
1883,1,4,0.102,Conflict,0.2835,206047,0.945,0.25105,0.2705,-5.908,0.3145,119.2105,0.15615,30.5
1884,1,7,0.128817143,Conjunto Atardecer,0.616857143,206163.7143,0.764857143,0.000202344,0.199857143,-4.208714286,0.074971429,136.7212857,0.761571429,45.42857143
1885,0,5,0.5694,Conjunto Chaney,0.6906,276194.2,0.657,3.06E-06,0.17424,-7.998,0.04356,95.8478,0.8588,39
1886,0,2,0.688,Conjunto Jardin,0.59,262133,0.64,0.000436,0.109,-7.142,0.0317,98.011,0.891,41
1887,1,2,0.247,Conjunto Liberado,0.689,234587,0.856,1.70E-05,0.0622,-5.849,0.0361,105.935,0.795,36
1888,1,102,0.224942059,Conjunto Primavera,0.628647059,203600.8627,0.685843137,0.018350126,0.142092157,-6.039235294,0.038452941,117.3272549,0.666019608,45.01960784
1889,1,1,0.903,Conlon Nancarrow,0.134,230267,0.005,0.205,0.144,-35.951,0.0404,84.023,0.228,47
1890,1,2,0.0579,Connie,0.846,313667,0.742,0,0.0402,-6.194,0.0671,117.703,0.887,45
1891,1,132,0.765454545,Connie Francis,0.378984848,175789.2879,0.301539394,0.000212892,0.225045455,-12.09881818,0.034207576,102.1607727,0.398628788,24.43939394
1892,1,19,0.677105263,Connie Smith,0.498473684,148486.8947,0.388368421,5.31E-05,0.128894737,-9.903421053,0.030673684,111.7347895,0.650578947,27.10526316
1893,0,2,0.393,Conrad Sewell,0.704,271640,0.634,3.17E-05,0.0952,-7.374,0.0428,113.927,0.411,77
1894,0,4,0.262025,Consequence,0.58225,308413.5,0.77175,0,0.323575,-5.00875,0.271,135.8525,0.595,53.25
1895,1,2,5.84E-05,Consumed,0.414,149933,0.894,0.00435,0.0555,-8.995,0.041,102.231,0.65,47
1896,1,14,0.202285714,Control,0.828,191097.4286,0.804857143,0.107899919,0.132142857,-6.880571429,0.0417,112.5314286,0.918428571,50.57142857
1897,0,2,0.000309,Converge,0.206,79333,0.968,0.00959,0.253,-3.648,0.201,168.116,0.187,43
1898,1,5,0.8508,Cookie & The Cupcakes,0.528,169330.8,0.5984,0.01624094,0.2984,-7.934,0.02942,122.4886,0.8308,16
1899,1,4,0.0631,Cookiee Kawaii,0.766,83970,0.572,0.00686,0.117,-8.7085,0.3225,119.987,0.165,65.5
1900,0,2,0.0135,Cool C,0.88,239333,0.506,1.32E-05,0.0508,-15.764,0.134,113.823,0.861,29
1901,1,1,0.552,Cooliecut,0.556,118361,0.64,0,0.215,-7.504,0.445,88.399,0.703,73
1902,1,11,0.104154545,Coolio,0.786545455,259843.6364,0.613909091,0.000911578,0.231545455,-9.439636364,0.093345455,96.54381818,0.600090909,53.27272727
1903,1,4,0.9925,Cora shaman with mitote,0.6525,86407,0.599,0.9385,0.1815,-21.621,0.0481,156.3515,0.8775,0
1904,0,4,0.537,Coralie Clement,0.752,241166.5,0.4725,0.008345,0.1111,-10.818,0.05045,135.652,0.4065,51
1905,0,4,0.468,Corbin,0.412,166688,0.657,0,0.318,-5.535,0.124,76.342,0.625,70.5
1906,0,11,0.101792727,Cordae,0.733181818,202104.0909,0.610818182,2.11E-06,0.171581818,-6.693545455,0.274545455,139.7152727,0.429545455,68.09090909
1907,1,14,0.647,Corey Smith,0.593571429,242239.2857,0.541857143,2.29E-05,0.3924,-8.608714286,0.053971429,119.9674286,0.575857143,43.14285714
1908,0,14,0.451428571,Corinne Bailey Rae,0.644285714,235019.2857,0.386285714,0.000288436,0.164728571,-9.158714286,0.036471429,110.6634286,0.349214286,57.42857143
1909,1,2,0.45,Cornelio Vega y su Dinastia,0.772,207365,0.608,0,0.0897,-5.746,0.0515,148.081,0.776,68
1910,1,4,0.019415,Cornelius,0.6645,244927,0.7815,0.4675,0.4785,-8.599,0.0991,110.5075,0.636,42
1911,1,2,0.0314,Cornell Campbell,0.637,191160,0.612,0.000326,0.155,-7.298,0.0661,76.295,0.711,51
1912,1,2,0.003835,Corner,0.799,377092,0.689,0.788,0.0953,-8.507,0.06045,129.0085,0.256,0
1913,1,6,0.289333333,Cornershop,0.730333333,268022.3333,0.744333333,0.190666667,0.1407,-5.884666667,0.040333333,109.2523333,0.766,40.66666667
1914,0,2,0.00522,Coro,0.715,313507,0.572,0.102,0.085,-10.331,0.0586,118.343,0.67,40
1915,1,38,0.970078947,Coro Del Teatro Alla Scala Di Milano,0.290089474,231550.8684,0.242618421,0.245713024,0.209052632,-15.24639474,0.059678947,93.44660526,0.186765789,7.5
1916,1,1,0.98,Coro del Teatro Comunale di Bologna,0.45,189333,0.261,0.000965,0.0686,-16.633,0.0798,136.941,0.296,33
1917,1,15,0.937866667,Coro dell'Accademia Nazionale Di Santa Cecilia,0.3444,199457.8667,0.246846667,0.024341112,0.318866667,-17.31473333,0.06692,103.109,0.226273333,1
1918,0,4,0.0002335,Corona,0.689,264293.5,0.7935,0.7025,0.09525,-11.9065,0.0338,127.815,0.7845,56
1919,1,4,2.25E-05,Coroner,0.2745,309293.5,0.8545,0.667,0.279,-10.089,0.08515,145.2805,0.3885,37
1920,1,30,0.463866667,Cortex,0.512066667,190706.6667,0.646746667,0.692306667,0.14652,-10.15193333,0.05398,119.754,0.696,35.8
1921,1,2,0.247,Corvus Corax,0.499,271653,0.725,0.938,0.117,-9.077,0.0535,117.994,0.181,52
1922,1,8,0.00073375,Cory Gunz,0.387,248587,0.75,0,0.31625,-5.4465,0.2965,80.2165,0.60125,57.5
1923,1,2,0.101,CoryaYo,0.798,159057,0.481,7.03E-06,0.196,-8.435,0.17,90.188,0.579,52
1924,1,7,0.232885714,Cosculluela,0.822857143,271001,0.680142857,3.90E-07,0.171214286,-4.915857143,0.211571429,103.7338571,0.654428571,63.14285714
1925,1,4,0.0677,Cosmo Pyke,0.421,280118,0.6955,0,0.3135,-4.983,0.05525,116.0605,0.3575,58
1926,1,8,0.10395,Costumbre,0.6555,228213.25,0.68975,3.95E-07,0.13665,-6.6295,0.0655,155.6885,0.886,47.75
1927,1,3,0.0699,Coti,0.618,214026.6667,0.861333333,2.59E-05,0.517,-5.193666667,0.0522,138.5096667,0.756666667,64.66666667
1928,0,2,0.0563,Coucheron,0.752,235385,0.635,0,0.118,-9.528,0.106,104.033,0.639,57
1929,1,3,0.790333333,Count Basie Orchestra,0.462333333,251053,0.3675,0.660666667,0.108866667,-14.20566667,0.069066667,109.2333333,0.626666667,39.66666667
1930,1,2,0.974,Count Lasher,0.693,171666.5,0.519,0.0087475,0.1185,-8.0495,0.0619,87.859,0.852,29
1931,1,79,0.359727342,Counting Crows,0.484620253,263949.7595,0.637329114,0.006787365,0.193686076,-7.391734177,0.044227848,119.914443,0.455934177,46.08860759
1932,1,36,0.375038889,Country Joe & The Fish,0.457222222,252197.6111,0.443277778,0.075050572,0.278027778,-13.7575,0.069822222,125.9221111,0.504333333,26.05555556
1933,0,2,0.431,Coup Clou,0.62,573800,0.558,7.93E-05,0.105,-14.233,0.213,94.228,0.902,29
1934,1,2,0.000174,Courteeners,0.402,243973,0.92,0,0.0807,-2.944,0.0408,139.793,0.297,43
1935,1,2,0.000172,Courtney Love,0.474,241600,0.853,0.00121,0.109,-3.775,0.12,170.076,0.559,47
1936,1,3,0.0564,Cousin Stizz,0.873666667,228191,0.557333333,1.91E-05,0.086966667,-7.545333333,0.112866667,113.3116667,0.326666667,61
1937,0,8,0.7385,Coven,0.448,207153.25,0.429,0.04671043,0.21625,-11.7445,0.0422,112.2885,0.476,28
1938,1,6,0.477666667,Cowboy,0.557666667,227034.6667,0.27,0.008793333,0.166666667,-16.33266667,0.031866667,99.98666667,0.362333333,30.66666667
1939,0,2,0.0742,Cowboy Mouth,0.528,202587,0.733,1.29E-05,0.159,-4.373,0.06,78.277,0.728,44
1940,0,6,0.995,Coyote Oldman,0.145666667,315297.6667,0.0241,0.953666667,0.103066667,-28.59433333,0.043333333,81.42433333,0.119,40
1941,1,2,0.103,Cozz,0.645,254176.5,0.8795,0,0.1895,-4.468,0.3395,122.062,0.544,55.5
1942,1,12,0.010206,Cracker,0.470833333,294433,0.716166667,0.002554635,0.158083333,-8.382666667,0.0328,137.6506667,0.623833333,45.66666667
1943,1,2,0.0263,Craft Spells,0.609,240608,0.874,4.99E-05,0.328,-3.889,0.0293,112.011,0.744,53
1944,1,2,0.9695,Craig Armstrong,0.173,239873.5,0.07155,0.8825,0.10035,-18.877,0.03965,137.3025,0.0368,54.5
1945,1,2,0.309,Craig Cardiff,0.555,246453,0.418,0.00119,0.237,-12.7,0.0455,159.764,0.328,62
1946,1,1,0.471,Craig Ferguson,0.294,186147,0.0682,0,0.0645,-19.652,0.131,75.81,0.195,46
1947,1,22,0.287672727,Craig Morgan,0.544090909,226722.4545,0.679818182,1.31E-06,0.133536364,-5.317909091,0.040190909,114.8506364,0.446818182,51.63636364
1948,1,3,0.394,Craig Xen,0.744333333,161704.3333,0.662666667,0,0.079333333,-6.746666667,0.342,142.695,0.559666667,62.33333333
1949,0,4,0.4995,Cranes,0.6815,208367,0.38,0.6655,0.0891,-16.8895,0.03345,118.0515,0.775,39
1950,1,13,0.220546154,Crash Test Dummies,0.527769231,251359.7692,0.618615385,0.000263689,0.276676923,-9.313846154,0.0472,124.9309231,0.444,48.15384615
1951,1,26,0.066143077,Crass,0.549769231,199560.9231,0.831230769,0.000670179,0.139138462,-8.908769231,0.179353846,145.3734615,0.530307692,25.46153846
1952,0,1,0.941,Craymer,0.525,240628,0.185,0.0162,0.356,-14.938,0.0427,122.214,0.0393,67
1953,1,2,0.235,Crazy Elephant,0.846,123867,0.346,0.00381,0.113,-13.791,0.0541,137.642,0.746,40
1954,1,104,0.298516731,Crazy Horse,0.449557692,303968.8269,0.559425,0.030710403,0.397067308,-11.06559615,0.038194231,120.5073846,0.469673077,37.63461538
1955,1,4,0.01041,Crazy Town,0.7285,222613,0.8025,0.000136,0.195,-5.152,0.1065,103.3565,0.5855,62
1956,1,72,0.252374639,Cream,0.41825,285167.8611,0.560638889,0.128754467,0.308022222,-13.29969444,0.044730556,126.3052778,0.558111111,38.58333333
1957,0,2,0.686,Crecer German,0.785,202573,0.381,0,0.107,-5.991,0.0348,121.885,0.872,65
1958,1,60,0.004023827,Creed,0.390566667,287683.1,0.791733333,0.001612683,0.183603333,-5.651433333,0.041753333,138.8936667,0.271996667,51.03333333
1959,0,2,0.671,Creol,0.704,204720,0.588,0.927,0.0789,-12.888,0.0413,114.962,0.888,43
1960,1,2,0.0104,Crime & the City Solution,0.431,340027,0.463,0.623,0.227,-13.091,0.0352,110.448,0.578,27
1961,1,2,0.000744,Crimson Glory,0.244,332053,0.943,2.67E-05,0.157,-4.208,0.156,174.333,0.544,36
1962,1,2,0.372,Crisaunt,0.945,179287,0.239,0.29,0.118,-17.862,0.0389,118.616,0.583,62
1963,1,6,0.275333333,Cristian,0.597666667,267554.3333,0.563666667,0.000370403,0.135333333,-12.503,0.036366667,118.6253333,0.664333333,38.66666667
1964,1,125,0.976168,Cristian Vasile,0.519952,183366.04,0.27996,0.05481433,0.3374624,-13.15512,0.0550776,115.825592,0.5066608,0.616
1965,1,1,0.888,Cristina Deutekom,0.402,173960,0.228,0.000627,0.329,-17.104,0.0552,142.662,0.173,33
